ID,Unvocalized,Vocalized,Root,Triliteral,Madhi,Mudhori,Amar
1490,غمس,غَمَسَ,غمس,1,غَمَسَ,يَغْمِسُ,اِغْمِسْ
1491,حول,حَوِلَ,حول,1,حَوِلَ,يَحْوِلُ,اِحْوِلْ
1492,عدل,عَدَلَ,عدل,1,عَدَلَ,يَعْدِلُ,اِعْدِلْ
1493,جمح,جَمَحَ,جمح,1,جَمَحَ,يَجْمِحُ,اِجْمِحْ
1494,غمض,غَمُضَ,غمض,1,غَمُضَ,يَغْمِضُ,اِغْمِضْ
1495,طفق,طَفِقَ,طفق,1,طَفِقَ,يَطْفِقُ,اِطْفِقْ
1496,يتم,يَتِمَ,يتم,1,يَتِمَ,يَيْتِمُ,اِيتِمْ
1497,ربع,رَبَعَ,ربع,1,رَبَعَ,يَرْبِعُ,اِرْبِعْ
1498,هزم,هَزَمَ,هزم,1,هَزَمَ,يَهْزِمُ,اِهْزِمْ
1499,عرف,عَرَفَ,عرف,1,عَرَفَ,يَعْرِفُ,اِعْرِفْ
1500,زند,زَنِدَ,زند,1,زَنِدَ,يَزْنِدُ,اِزْنِدْ
1501,جرم,جَرَمَ,جرم,1,جَرَمَ,يَجْرِمُ,اِجْرِمْ
1502,هضل,هَضَلَ,هضل,1,هَضَلَ,يَهْضِلُ,اِهْضِلْ
1503,خرد,خَرِدَ,خرد,1,خَرِدَ,يَخْرِدُ,اِخْرِدْ
1504,عصر,عَصَرَ,عصر,1,عَصَرَ,يَعْصِرُ,اِعْصِرْ
1505,قطع,قَطَعَ,قطع,1,قَطَعَ,يَقْطِعُ,اِقْطِعْ
1506,عتل,عَتِلَ,عتل,1,عَتِلَ,يَعْتِلُ,اِعْتِلْ
1507,حشم,حَشِمَ,حشم,1,حَشِمَ,يَحْشِمُ,اِحْشِمْ
1508,فعل,فَعَلَ,فعل,1,فَعَلَ,يَفْعِلُ,اِفْعِلْ
1509,خصف,خَصَفَ,خصف,1,خَصَفَ,يَخْصِفُ,اِخْصِفْ
1510,حرز,حَرِزَ,حرز,1,حَرِزَ,يَحْرِزُ,اِحْرِزْ
1511,بغض,بَغَضَ,بغض,1,بَغَضَ,يَبْغِضُ,اِبْغِضْ
1512,غلط,غَلِطَ,غلط,1,غَلِطَ,يَغْلِطُ,اِغْلِطْ
1513,شرع,شَرَعَ,شرع,1,شَرَعَ,يَشْرِعُ,اِشْرِعْ
1514,صحر,صَحِرَ,صحر,1,صَحِرَ,يَصْحِرُ,اِصْحِرْ
1515,زلق,زَلِقَ,زلق,1,زَلِقَ,يَزْلِقُ,اِزْلِقْ
1516,نسف,نَسَفَ,نسف,1,نَسَفَ,يَنْسِفُ,اِنْسِفْ
1517,بضع,بَضَعَ,بضع,1,بَضَعَ,يَبْضِعُ,اِبْضِعْ
1518,عفن,عَفِنَ,عفن,1,عَفِنَ,يَعْفِنُ,اِعْفِنْ
1519,بعث,بَعَثَ,بعث,1,بَعَثَ,يَبْعِثُ,اِبْعِثْ
1520,عسف,عَسَفَ,عسف,1,عَسَفَ,يَعْسِفُ,اِعْسِفْ
1521,صدغ,صَدَغَ,صدغ,1,صَدَغَ,يَصْدِغُ,اِصْدِغْ
1522,فلق,فَلَقَ,فلق,1,فَلَقَ,يَفْلِقُ,اِفْلِقْ
1523,فصل,فَصَلَ,فصل,1,فَصَلَ,يَفْصِلُ,اِفْصِلْ
1524,علج,عَلِجَ,علج,1,عَلِجَ,يَعْلِجُ,اِعْلِجْ
1525,نسم,نَسِمَ,نسم,1,نَسِمَ,يَنْسِمُ,اِنْسِمْ
1526,همش,هَمَشَ,همش,1,هَمَشَ,يَهْمِشُ,اِهْمِشْ
1527,بلع,بَلَعَ,بلع,1,بَلَعَ,يَبْلِعُ,اِبْلِعْ
1528,شدق,شَدِقَ,شدق,1,شَدِقَ,يَشْدِقُ,اِشْدِقْ
1529,غطس,غَطَسَ,غطس,1,غَطَسَ,يَغْطِسُ,اِغْطِسْ
1530,ثكل,ثَكِلَ,ثكل,1,ثَكِلَ,يَثْكِلُ,اِثْكِلْ
1531,ذهل,ذَهَلَ,ذهل,1,ذَهَلَ,يَذْهِلُ,اِذْهِلْ
1532,رشد,رَشِدَ,رشد,1,رَشِدَ,يَرْشِدُ,اِرْشِدْ
1533,زحر,زَحَرَ,زحر,1,زَحَرَ,يَزْحِرُ,اِزْحِرْ
1534,شرك,شَرِكَ,شرك,1,شَرِكَ,يَشْرِكُ,اِشْرِكْ
1535,سود,سَوِدَ,سود,1,سَوِدَ,يَسْوِدُ,اِسْوِدْ
1536,منح,مَنَحَ,منح,1,مَنَحَ,يَمْنِحُ,اِمْنِحْ
1537,كرع,كَرَعَ,كرع,1,كَرَعَ,يَكْرِعُ,اِكْرِعْ
1538,صرف,صَرَفَ,صرف,1,صَرَفَ,يَصْرِفُ,اِصْرِفْ
1539,رحم,رَحِمَ,رحم,1,رَحِمَ,يَرْحِمُ,اِرْحِمْ
1540,غرق,غَرِقَ,غرق,1,غَرِقَ,يَغْرِقُ,اِغْرِقْ
1541,تعس,تَعِسَ,تعس,1,تَعِسَ,يَتْعِسُ,اِتْعِسْ
1542,بقع,بَقِعَ,بقع,1,بَقِعَ,يَبْقِعُ,اِبْقِعْ
1543,سجع,سَجَعَ,سجع,1,سَجَعَ,يَسْجِعُ,اِسْجِعْ
1544,لحق,لَحِقَ,لحق,1,لَحِقَ,يَلْحِقُ,اِلْحِقْ
1545,عبس,عَبَسَ,عبس,1,عَبَسَ,يَعْبِسُ,اِعْبِسْ
1546,فلس,فَلِسَ,فلس,1,فَلِسَ,يَفْلِسُ,اِفْلِسْ
1547,لبن,لَبِنَ,لبن,1,لَبِنَ,يَلْبِنُ,اِلْبِنْ
1548,خوص,خَوِصَ,خوص,1,خَوِصَ,يَخْوِصُ,اِخْوِصْ
1549,عند,عَنَدَ,عند,1,عَنَدَ,يَعْنِدُ,اِعْنِدْ
1550,حذق,حَذِقَ,حذق,1,حَذِقَ,يَحْذِقُ,اِحْذِقْ
1551,نسح,نَسَحَ,نسح,1,نَسَحَ,يَنْسِحُ,اِنْسِحْ
1552,قصل,قَصَلَ,قصل,1,قَصَلَ,يَقْصِلُ,اِقْصِلْ
1553,جهر,جَهِرَ,جهر,1,جَهِرَ,يَجْهِرُ,اِجْهِرْ
1554,نسح,نَسِحَ,نسح,1,نَسِحَ,يَنْسِحُ,اِنْسِحْ
1555,جذم,جَذَمَ,جذم,1,جَذَمَ,يَجْذِمُ,اِجْذِمْ
1556,سلح,سَلَحَ,سلح,1,سَلَحَ,يَسْلِحُ,اِسْلِحْ
1557,خزل,خَزِلَ,خزل,1,خَزِلَ,يَخْزِلُ,اِخْزِلْ
1558,جمز,جَمَزَ,جمز,1,جَمَزَ,يَجْمِزُ,اِجْمِزْ
1559,رتع,رَتَعَ,رتع,1,رَتَعَ,يَرْتِعُ,اِرْتِعْ
1560,سفر,سَفَرَ,سفر,1,سَفَرَ,يَسْفِرُ,اِسْفِرْ
1561,فوه,فَوِهَ,فوه,1,فَوِهَ,يَفْوِهُ,اِفْوِهْ
1562,ذرف,ذَرِفَ,ذرف,1,ذَرِفَ,يَذْرِفُ,اِذْرِفْ
1563,تمر,تَمِرَ,تمر,1,تَمِرَ,يَتْمِرُ,اِتْمِرْ
1564,طحل,طَحَلَ,طحل,1,طَحَلَ,يَطْحِلُ,اِطْحِلْ
1565,عذل,عَذَلَ,عذل,1,عَذَلَ,يَعْذِلُ,اِعْذِلْ
1566,قدر,قَدَرَ,قدر,1,قَدَرَ,يَقْدِرُ,اِقْدِرْ
1567,طرح,طَرِحَ,طرح,1,طَرِحَ,يَطْرِحُ,اِطْرِحْ
1568,جشم,جَشِمَ,جشم,1,جَشِمَ,يَجْشِمُ,اِجْشِمْ
1569,خنف,خَنَفَ,خنف,1,خَنَفَ,يَخْنِفُ,اِخْنِفْ
1570,فرد,فَرَدَ,فرد,1,فَرَدَ,يَفْرِدُ,اِفْرِدْ
1571,فزع,فَزَعَ,فزع,1,فَزَعَ,يَفْزِعُ,اِفْزِعْ
1572,تعس,تَعَسَ,تعس,1,تَعَسَ,يَتْعِسُ,اِتْعِسْ
1573,قشع,قَشَعَ,قشع,1,قَشَعَ,يَقْشِعُ,اِقْشِعْ
1574,قرف,قَرِفَ,قرف,1,قَرِفَ,يَقْرِفُ,اِقْرِفْ
1575,صهد,صَهَدَ,صهد,1,صَهَدَ,يَصْهِدُ,اِصْهِدْ
1576,مخض,مَخَضَ,مخض,1,مَخَضَ,يَمْخِضُ,اِمْخِضْ
1577,عقر,عَقَرَ,عقر,1,عَقَرَ,يَعْقِرُ,اِعْقِرْ
1578,رقط,رَقِطَ,رقط,1,رَقِطَ,يَرْقِطُ,اِرْقِطْ
1579,كلف,كَلِفَ,كلف,1,كَلِفَ,يَكْلِفُ,اِكْلِفْ
1580,قرن,قَرِنَ,قرن,1,قَرِنَ,يَقْرِنُ,اِقْرِنْ
1581,حرد,حَرَدَ,حرد,1,حَرَدَ,يَحْرِدُ,اِحْرِدْ
1582,قصر,قَصَرَ,قصر,1,قَصَرَ,يَقْصِرُ,اِقْصِرْ
1583,فضح,فَضَحَ,فضح,1,فَضَحَ,يَفْضِحُ,اِفْضِحْ
1584,نعل,نَعَلَ,نعل,1,نَعَلَ,يَنْعِلُ,اِنْعِلْ
1585,لبث,لَبِثَ,لبث,1,لَبِثَ,يَلْبِثُ,اِلْبِثْ
1586,صهل,صَهَلَ,صهل,1,صَهَلَ,يَصْهِلُ,اِصْهِلْ
1587,ضرع,ضَرَعَ,ضرع,1,ضَرَعَ,يَضْرِعُ,اِضْرِعْ
1588,كعب,كَعَبَ,كعب,1,كَعَبَ,يَكْعِبُ,اِكْعِبْ
1589,فزر,فَزِرَ,فزر,1,فَزِرَ,يَفْزِرُ,اِفْزِرْ
1590,خرم,خَرِمَ,خرم,1,خَرِمَ,يَخْرِمُ,اِخْرِمْ
1591,طلق,طَلَقَ,طلق,1,طَلَقَ,يَطْلِقُ,اِطْلِقْ
1592,لزب,لَزَبَ,لزب,1,لَزَبَ,يَلْزِبُ,اِلْزِبْ
1593,رهط,رَهَطَ,رهط,1,رَهَطَ,يَرْهِطُ,اِرْهِطْ
1594,قرس,قَرِسَ,قرس,1,قَرِسَ,يَقْرِسُ,اِقْرِسْ
1595,هرش,هَرِشَ,هرش,1,هَرِشَ,يَهْرِشُ,اِهْرِشْ
1596,بخر,بَخَرَ,بخر,1,بَخَرَ,يَبْخِرُ,اِبْخِرْ
1597,حرف,حَرَفَ,حرف,1,حَرَفَ,يَحْرِفُ,اِحْرِفْ
1598,هرع,هَرِعَ,هرع,1,هَرِعَ,يَهْرِعُ,اِهْرِعْ
1599,جرش,جَرَشَ,جرش,1,جَرَشَ,يَجْرِشُ,اِجْرِشْ
1600,نشج,نَشَجَ,نشج,1,نَشَجَ,يَنْشِجُ,اِنْشِجْ
1601,شقر,شَقِرَ,شقر,1,شَقِرَ,يَشْقِرُ,اِشْقِرْ
1602,كدس,كَدَسَ,كدس,1,كَدَسَ,يَكْدِسُ,اِكْدِسْ
1603,فسخ,فَسِخَ,فسخ,1,فَسِخَ,يَفْسِخُ,اِفْسِخْ
1604,يمن,يَمَنَ,يمن,1,يَمَنَ,يَيْمِنُ,اِيمِنْ
1605,نصح,نَصَحَ,نصح,1,نَصَحَ,يَنْصِحُ,اِنْصِحْ
1606,شمق,شَمِقَ,شمق,1,شَمِقَ,يَشْمِقُ,اِشْمِقْ
1607,طمر,طَمِرَ,طمر,1,طَمِرَ,يَطْمِرُ,اِطْمِرْ
1608,حبق,حَبَقَ,حبق,1,حَبَقَ,يَحْبِقُ,اِحْبِقْ
1609,ضبط,ضَبَطَ,ضبط,1,ضَبَطَ,يَضْبِطُ,اِضْبِطْ
1610,كبر,كَبِرَ,كبر,1,كَبِرَ,يَكْبِرُ,اِكْبِرْ
1611,كحل,كَحَلَ,كحل,1,كَحَلَ,يَكْحِلُ,اِكْحِلْ
1612,كثم,كَثِمَ,كثم,1,كَثِمَ,يَكْثِمُ,اِكْثِمْ
1613,غدر,غَدَرَ,غدر,1,غَدَرَ,يَغْدِرُ,اِغْدِرْ
1614,ذقن,ذَقِنَ,ذقن,1,ذَقِنَ,يَذْقِنُ,اِذْقِنْ
1615,حمل,حَمَلَ,حمل,1,حَمَلَ,يَحْمِلُ,اِحْمِلْ
1616,لغم,لَغَمَ,لغم,1,لَغَمَ,يَلْغِمُ,اِلْغِمْ
1617,ذهل,ذَهِلَ,ذهل,1,ذَهِلَ,يَذْهِلُ,اِذْهِلْ
1618,كظم,كَظَمَ,كظم,1,كَظَمَ,يَكْظِمُ,اِكْظِمْ
1619,قدر,قَدِرَ,قدر,1,قَدِرَ,يَقْدِرُ,اِقْدِرْ
1620,قرح,قَرِحَ,قرح,1,قَرِحَ,يَقْرِحُ,اِقْرِحْ
1621,نهض,نَهَضَ,نهض,1,نَهَضَ,يَنْهِضُ,اِنْهِضْ
1622,نشب,نَشِبَ,نشب,1,نَشِبَ,يَنْشِبُ,اِنْشِبْ
1623,شغب,شَغَبَ,شغب,1,شَغَبَ,يَشْغِبُ,اِشْغِبْ
1624,نضخ,نَضَخَ,نضخ,1,نَضَخَ,يَنْضِخُ,اِنْضِخْ
1625,هرج,هَرِجَ,هرج,1,هَرِجَ,يَهْرِجُ,اِهْرِجْ
1626,هضم,هَضَمَ,هضم,1,هَضَمَ,يَهْضِمُ,اِهْضِمْ
1627,مغس,مَغَسَ,مغس,1,مَغَسَ,يَمْغِسُ,اِمْغِسْ
1628,كفح,كَفَحَ,كفح,1,كَفَحَ,يَكْفِحُ,اِكْفِحْ
1629,هتم,هَتِمَ,هتم,1,هَتِمَ,يَهْتِمُ,اِهْتِمْ
1630,نسخ,نَسَخَ,نسخ,1,نَسَخَ,يَنْسِخُ,اِنْسِخْ
1631,نسغ,نَسَغَ,نسغ,1,نَسَغَ,يَنْسِغُ,اِنْسِغْ
1632,رشح,رَشَحَ,رشح,1,رَشَحَ,يَرْشِحُ,اِرْشِحْ
1633,نصب,نَصَبَ,نصب,1,نَصَبَ,يَنْصِبُ,اِنْصِبْ
1634,حدم,حَدَمَ,حدم,1,حَدَمَ,يَحْدِمُ,اِحْدِمْ
1635,فتل,فَتَلَ,فتل,1,فَتَلَ,يَفْتِلُ,اِفْتِلْ
1636,ضرب,ضَرِبَ,ضرب,1,ضَرِبَ,يَضْرِبُ,اِضْرِبْ
1637,كدح,كَدَحَ,كدح,1,كَدَحَ,يَكْدِحُ,اِكْدِحْ
1638,مرق,مَرَقَ,مرق,1,مَرَقَ,يَمْرِقُ,اِمْرِقْ
1639,دمس,دَمِسَ,دمس,1,دَمِسَ,يَدْمِسُ,اِدْمِسْ
1640,هتم,هَتَمَ,هتم,1,هَتَمَ,يَهْتِمُ,اِهْتِمْ
1641,نضج,نَضِجَ,نضج,1,نَضِجَ,يَنْضِجُ,اِنْضِجْ
1642,غرب,غَرِبَ,غرب,1,غَرِبَ,يَغْرِبُ,اِغْرِبْ
1643,كشر,كَشِرَ,كشر,1,كَشِرَ,يَكْشِرُ,اِكْشِرْ
1644,نضد,نَضَدَ,نضد,1,نَضَدَ,يَنْضِدُ,اِنْضِدْ
1645,معك,مَعَكَ,معك,1,مَعَكَ,يَمْعِكُ,اِمْعِكْ
1646,لحم,لَحَمَ,لحم,1,لَحَمَ,يَلْحِمُ,اِلْحِمْ
1647,رمد,رَمِدَ,رمد,1,رَمِدَ,يَرْمِدُ,اِرْمِدْ
1648,قصم,قَصَمَ,قصم,1,قَصَمَ,يَقْصِمُ,اِقْصِمْ
1649,عجب,عَجِبَ,عجب,1,عَجِبَ,يَعْجِبُ,اِعْجِبْ
1650,عقر,عَقِرَ,عقر,1,عَقِرَ,يَعْقِرُ,اِعْقِرْ
1651,فتش,فَتَشَ,فتش,1,فَتَشَ,يَفْتِشُ,اِفْتِشْ
1652,صفق,صَفَقَ,صفق,1,صَفَقَ,يَصْفِقُ,اِصْفِقْ
1653,دحق,دَحَقَ,دحق,1,دَحَقَ,يَدْحِقُ,اِدْحِقْ
1654,سبك,سَبَكَ,سبك,1,سَبَكَ,يَسْبِكُ,اِسْبِكْ
1655,حشف,حَشَفَ,حشف,1,حَشَفَ,يَحْشِفُ,اِحْشِفْ
1656,كشر,كَشَرَ,كشر,1,كَشَرَ,يَكْشِرُ,اِكْشِرْ
1657,دسم,دَسِمَ,دسم,1,دَسِمَ,يَدْسِمُ,اِدْسِمْ
1658,قنط,قَنِطَ,قنط,1,قَنِطَ,يَقْنِطُ,اِقْنِطْ
1659,صقل,صَقِلَ,صقل,1,صَقِلَ,يَصْقِلُ,اِصْقِلْ
1660,سطع,سَطَعَ,سطع,1,سَطَعَ,يَسْطِعُ,اِسْطِعْ
1661,كمد,كَمِدَ,كمد,1,كَمِدَ,يَكْمِدُ,اِكْمِدْ
1662,عشر,عَشَرَ,عشر,1,عَشَرَ,يَعْشِرُ,اِعْشِرْ
1663,رصف,رَصِفَ,رصف,1,رَصِفَ,يَرْصِفُ,اِرْصِفْ
1664,سدس,سَدَسَ,سدس,1,سَدَسَ,يَسْدِسُ,اِسْدِسْ
1665,رزق,رَزَقَ,رزق,1,رَزَقَ,يَرْزِقُ,اِرْزِقْ
1666,حزن,حَزَنَ,حزن,1,حَزَنَ,يَحْزِنُ,اِحْزِنْ
1667,زمل,زَمَلَ,زمل,1,زَمَلَ,يَزْمِلُ,اِزْمِلْ
1668,نجد,نَجَدَ,نجد,1,نَجَدَ,يَنْجِدُ,اِنْجِدْ
1669,شعر,شَعَرَ,شعر,1,شَعَرَ,يَشْعِرُ,اِشْعِرْ
1670,بطن,بَطَنَ,بطن,1,بَطَنَ,يَبْطِنُ,اِبْطِنْ
1671,سرط,سَرَطَ,سرط,1,سَرَطَ,يَسْرِطُ,اِسْرِطْ
1672,حرز,حَرُزَ,حرز,1,حَرُزَ,يَحْرِزُ,اِحْرِزْ
1673,رطب,رَطَبَ,رطب,1,رَطَبَ,يَرْطِبُ,اِرْطِبْ
1674,رطن,رَطَنَ,رطن,1,رَطَنَ,يَرْطِنُ,اِرْطِنْ
1675,سقط,سَقَطَ,سقط,1,سَقَطَ,يَسْقِطُ,اِسْقِطْ
1676,رسف,رَسَفَ,رسف,1,رَسَفَ,يَرْسِفُ,اِرْسِفْ
1677,خمص,خَمُصَ,خمص,1,خَمُصَ,يَخْمِصُ,اِخْمِصْ
1678,سفط,سَفَطَ,سفط,1,سَفَطَ,يَسْفِطُ,اِسْفِطْ
1679,رطب,رَطَبَ,رطب,1,رَطَبَ,يَرْطِبُ,اِرْطِبْ
1680,عضل,عَضَلَ,عضل,1,عَضَلَ,يَعْضِلُ,اِعْضِلْ
1681,تجر,تَجَرَ,تجر,1,تَجَرَ,يَتْجِرُ,اِتْجِرْ
1682,حجب,حَجَبَ,حجب,1,حَجَبَ,يَحْجِبُ,اِحْجِبْ
1683,نكد,نَكَدَ,نكد,1,نَكَدَ,يَنْكِدُ,اِنْكِدْ
1684,حرم,حَرُمَ,حرم,1,حَرُمَ,يَحْرِمُ,اِحْرِمْ
1685,رسب,رَسُبَ,رسب,1,رَسُبَ,يَرْسِبُ,اِرْسِبْ
1686,شعر,شَعُرَ,شعر,1,شَعُرَ,يَشْعِرُ,اِشْعِرْ
1687,زمر,زَمَرَ,زمر,1,زَمَرَ,يَزْمِرُ,اِزْمِرْ
1688,طفل,طَفَلَ,طفل,1,طَفَلَ,يَطْفِلُ,اِطْفِلْ
1689,دمس,دَمَسَ,دمس,1,دَمَسَ,يَدْمِسُ,اِدْمِسْ
1690,زنم,زَنَمَ,زنم,1,زَنَمَ,يَزْنِمُ,اِزْنِمْ
1691,شتم,شَتُمَ,شتم,1,شَتُمَ,يَشْتِمُ,اِشْتِمْ
1692,جمد,جَمَدَ,جمد,1,جَمَدَ,يَجْمِدُ,اِجْمِدْ
1693,ضرج,ضَرَجَ,ضرج,1,ضَرَجَ,يَضْرِجُ,اِضْرِجْ
1694,سفه,سَفُهَ,سفه,1,سَفُهَ,يَسْفِهُ,اِسْفِهْ
1695,سبل,سَبَلَ,سبل,1,سَبَلَ,يَسْبِلُ,اِسْبِلْ
1696,سكت,سَكَتَ,سكت,1,سَكَتَ,يَسْكِتُ,اِسْكِتْ
1697,ضرح,ضَرَحَ,ضرح,1,ضَرَحَ,يَضْرِحُ,اِضْرِحْ
1698,كمش,كَمُشَ,كمش,1,كَمُشَ,يَكْمِشُ,اِكْمِشْ
1699,خبر,خَبَرَ,خبر,1,خَبَرَ,يَخْبِرُ,اِخْبِرْ
1700,حزب,حَزَبَ,حزب,1,حَزَبَ,يَحْزِبُ,اِحْزِبْ
1701,خرع,خَرُعَ,خرع,1,خَرُعَ,يَخْرِعُ,اِخْرِعْ
1702,سخن,سَخُنَ,سخن,1,سَخُنَ,يَسْخِنُ,اِسْخِنْ
1703,ضرح,ضَرَحَ,ضرح,1,ضَرَحَ,يَضْرِحُ,اِضْرِحْ
1704,سخن,سَخَنَ,سخن,1,سَخَنَ,يَسْخِنُ,اِسْخِنْ
1705,رشق,رَشُقَ,رشق,1,رَشُقَ,يَرْشِقُ,اِرْشِقْ
1706,رخم,رَخُمَ,رخم,1,رَخُمَ,يَرْخِمُ,اِرْخِمْ
1707,طرق,طَرَقَ,طرق,1,طَرَقَ,يَطْرِقُ,اِطْرِقْ
1708,ضرح,ضَرَحَ,ضرح,1,ضَرَحَ,يَضْرِحُ,اِضْرِحْ
1709,سبخ,سَبَخَ,سبخ,1,سَبَخَ,يَسْبِخُ,اِسْبِخْ
1710,مضغ,مَضَغَ,مضغ,1,مَضَغَ,يَمْضِغُ,اِمْضِغْ
1711,زلم,زَلَمَ,زلم,1,زَلَمَ,يَزْلِمُ,اِزْلِمْ
1712,سفط,سَفُطَ,سفط,1,سَفُطَ,يَسْفِطُ,اِسْفِطْ
1713,زمج,زَمَجَ,زمج,1,زَمَجَ,يَزْمِجُ,اِزْمِجْ
1714,نفد,نَفَدَ,نفد,1,نَفَدَ,يَنْفِدُ,اِنْفِدْ
1715,كبر,كَبَرَ,كبر,1,كَبَرَ,يَكْبِرُ,اِكْبِرْ
1716,رطم,رَطَمَ,رطم,1,رَطَمَ,يَرْطِمُ,اِرْطِمْ
1717,نضر,نَضَرَ,نضر,1,نَضَرَ,يَنْضِرُ,اِنْضِرْ
1718,خرب,خَرَبَ,خرب,1,خَرَبَ,يَخْرِبُ,اِخْرِبْ
1719,سرب,سَرَبَ,سرب,1,سَرَبَ,يَسْرِبُ,اِسْرِبْ
1720,رطن,رَطَنَ,رطن,1,رَطَنَ,يَرْطِنُ,اِرْطِنْ
1721,شمر,شَمَرَ,شمر,1,شَمَرَ,يَشْمِرُ,اِشْمِرْ
1722,هذر,هَذَرَ,هذر,1,هَذَرَ,يَهْذِرُ,اِهْذِرْ
1723,مسل,مَسَلَ,مسل,1,مَسَلَ,يَمْسِلُ,اِمْسِلْ
1724,شجب,شَجَبَ,شجب,1,شَجَبَ,يَشْجِبُ,اِشْجِبْ
1725,زلف,زَلَفَ,زلف,1,زَلَفَ,يَزْلِفُ,اِزْلِفْ
1726,سقف,سَقَفَ,سقف,1,سَقَفَ,يَسْقِفُ,اِسْقِفْ
1727,سرد,سَرَدَ,سرد,1,سَرَدَ,يَسْرِدُ,اِسْرِدْ
1728,سغب,سَغَبَ,سغب,1,سَغَبَ,يَسْغِبُ,اِسْغِبْ
1729,سجن,سَجَنَ,سجن,1,سَجَنَ,يَسْجِنُ,اِسْجِنْ
1730,سحق,سَحُقَ,سحق,1,سَحُقَ,يَسْحِقُ,اِسْحِقْ
1731,شغر,شَغَرَ,شغر,1,شَغَرَ,يَشْغِرُ,اِشْغِرْ
1732,سكر,سَكَرَ,سكر,1,سَكَرَ,يَسْكِرُ,اِسْكِرْ
1733,ضمر,ضَمُرَ,ضمر,1,ضَمُرَ,يَضْمِرُ,اِضْمِرْ
1734,رصن,رَصُنَ,رصن,1,رَصُنَ,يَرْصِنُ,اِرْصِنْ
1735,زهر,زَهُرَ,زهر,1,زَهُرَ,يَزْهِرُ,اِزْهِرْ
1736,حزر,حَزُرَ,حزر,1,حَزُرَ,يَحْزِرُ,اِحْزِرْ
1737,شلخ,شَلَخَ,شلخ,1,شَلَخَ,يَشْلِخُ,اِشْلِخْ
1738,جذل,جَذَلَ,جذل,1,جَذَلَ,يَجْذِلُ,اِجْذِلْ
1739,شعر,شَعَرَ,شعر,1,شَعَرَ,يَشْعِرُ,اِشْعِرْ
1740,عجف,عَجُفَ,عجف,1,عَجُفَ,يَعْجِفُ,اِعْجِفْ
1741,نكف,نَكَفَ,نكف,1,نَكَفَ,يَنْكِفُ,اِنْكِفْ
1742,خلد,خَلَدَ,خلد,1,خَلَدَ,يَخْلِدُ,اِخْلِدْ
1743,سطر,سَطَرَ,سطر,1,سَطَرَ,يَسْطِرُ,اِسْطِرْ
1744,ركز,رَكَزَ,ركز,1,رَكَزَ,يَرْكِزُ,اِرْكِزْ
1745,ذكر,ذَكَرَ,ذكر,1,ذَكَرَ,يَذْكِرُ,اِذْكِرْ
1746,رقط,رَقَطَ,رقط,1,رَقَطَ,يَرْقِطُ,اِرْقِطْ
1747,رقن,رَقَنَ,رقن,1,رَقَنَ,يَرْقِنُ,اِرْقِنْ
1748,ذلق,ذَلِقَ,ذلق,1,ذَلِقَ,يَذْلِقُ,اِذْلِقْ
1749,مدق,مَدَقَ,مدق,1,مَدَقَ,يَمْدِقُ,اِمْدِقْ
1750,بثر,بَثَرَ,بثر,1,بَثَرَ,يَبْثِرُ,اِبْثِرْ
1751,جلب,جَلَبَ,جلب,1,جَلَبَ,يَجْلِبُ,اِجْلِبْ
1752,جمر,جَمَرَ,جمر,1,جَمَرَ,يَجْمِرُ,اِجْمِرْ
1753,خرف,خَرَفَ,خرف,1,خَرَفَ,يَخْرِفُ,اِخْرِفْ
1754,عكف,عَكَفَ,عكف,1,عَكَفَ,يَعْكِفُ,اِعْكِفْ
1755,بطش,بَطَشَ,بطش,1,بَطَشَ,يَبْطِشُ,اِبْطِشْ
1756,بصق,بَصَقَ,بصق,1,بَصَقَ,يَبْصِقُ,اِبْصِقْ
1757,دبل,دَبَلَ,دبل,1,دَبَلَ,يَدْبِلُ,اِدْبِلْ
1758,ثمن,ثَمَنَ,ثمن,1,ثَمَنَ,يَثْمِنُ,اِثْمِنْ
1759,ربض,رَبَضَ,ربض,1,رَبَضَ,يَرْبِضُ,اِرْبِضْ
1760,خرص,خَرَصَ,خرص,1,خَرَصَ,يَخْرِصُ,اِخْرِصْ
1761,حبر,حَبَرَ,حبر,1,حَبَرَ,يَحْبِرُ,اِحْبِرْ
